YWHAB,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins"
ZBP1,Predicted intracellular proteins
ZBTB46,"Predicted intracellular proteins, Transcription factors"
ZCCHC3,Predicted intracellular proteins
ZFP64,"Predicted intracellular proteins, Transcription factors"
ZGPAT,"Predicted intracellular proteins, Transcription factors"
ZHX3,"Plasma proteins, Predicted intracellular proteins, Transcription factors"
ZMYND8,Predicted intracellular proteins
ZNF133,"Predicted intracellular proteins, Transcription factors"
ZNF217,"Predicted intracellular proteins, Transcription factors"
ZNF334,"Predicted intracellular proteins, Transcription factors"
ZNF335,"Disease related genes, Predicted intracellular proteins, Transcription factors"
ZNF337,"Predicted intracellular proteins, Transcription factors"
ZNF341,"Predicted intracellular proteins, Transcription factors"
ZNF343,"Plasma proteins, Predicted intracellular proteins, Transcription factors"
ZNF512B,"Plasma proteins, Predicted intracellular proteins, Transcription factors"
ZNF831,Predicted intracellular proteins
ZNFX1,"Plasma proteins, Predicted intracellular proteins, Transcription factors"
ZSWIM1,Predicted intracellular proteins
ZSWIM3,Predicted intracellular proteins
